Hybridization REF	TCGA-A8-A08C-01A-11R-A00Z-07
C8orf76	-0.317
BCCIP	-0.21925
MEST	-1.46675
HTRA2	-0.0375
ANGPTL2	-0.59175
ILKAP	-0.955666666666667
ERAS	0.1305
HBS1L	-0.351125
CPA5	0.6175
TMEM30A	0.6695
CD300LF	1.68783333333333
WISP3	-0.681
CRK	0.546
PDS5A	0.0401
BRPF3	0.771166666666667
NEDD9	-0.238875
SMPDL3B	1.6535
PSG6	-2.405
PSMD13	-0.000999999999999994
ETV5	-2.43825
OR51A4	0.3635
BTBD7	0.351583333333333
GSTO1	-1.384
hCG_16001	0.966
MAD2L1BP	0.636333333333333
COX6A2	1.5075
SCNN1A	2.70466666666667
LSM1	0.0398333333333333
UGT2B11	-0.66025
IDUA	1.61025
PPP2R3C	-0.625333333333333
COX11	-1.15416666666667
PDZK1	-3.97
ZNF443	1.33166666666667
MGC21874	1.208
ZNF323	0.5709
KRTAP10-10	0.017
CXCL6	-0.9805
SLC34A2	0.188333333333333
LOC284402	0.8125
NPTN	0.82775
UPP1	-1.97791666666667
SLC6A9	0.2355
OR7G3	-0.0845
CISD1	-1.298
ZNF545	0.0321666666666667
SYT14	-1.7685
NT5C3L	0.0923333333333333
ZNHIT3	-0.345
SNRPD3	-0.50075
KIAA0701	0.193625
UNC93B1	0.152166666666667
GMNN	-2.302
SPCS2	0.277666666666667
LOC388524	0.3975
NAPRT1	0.58875
PNLIPRP1	0.3555
OR6V1	1.028
PRKAB1	-0.12075
EYA4	-3.50316666666667
KIF20A	-2.8905
ALG10	0.67875
ITPKC	1.05283333333333
LMX1B	1.91316666666667
RPUSD4	-0.272166666666667
C7orf34	0.443333333333333
DLGAP2	0.55675
PFN1	-0.5982
MICALL2	0.04575
ZNF654	0.158
SS18L1	-1.686375
SLC16A8	0.0775
MKI67IP	0.0616666666666667
ITGB3	-0.98525
TCEA3	2.37183333333333
CEP152	-2.3920625
CLIP1	0.431
ZNF75	0.2286875
ATP5C1	-0.645833333333333
NUDT5	-1.10466666666667
PSCDBP	-1.03425
UBP1	-0.14425
RBM27	-0.242
C13orf15	1.617375
ZNF282	-0.0728333333333333
ZNF222	0.1647
COL10A1	6.58725
PRDM15	-0.8775
TTTY5	0.054
FAM9C	-0.5827
C20orf67	0.113
GNG13	-0.2485
F12	1.726
C1orf41	-0.7245
CPXCR1	-0.464
GSK3A	0.385875
SUPT6H	-0.056
PI16	0.0333333333333333
ELL2	-2.68241666666667
C9orf167	-1.98216666666667
PVRL3	-3.0764
FLJ38596	0.678
ADAM20	-0.007
GPR89A	0.421
GPR87	-1.063
ZNF30	0.8795
SMR3B	0.0816666666666667
ZNF770	-0.0251249999999999
TRPC4AP	-0.632333333333333
DKFZP686E2158	0.296833333333333
C2orf28	0.0121666666666667
FREM1	-2.56516666666667
LAMA4	0.110166666666667
ADPRHL2	0.12575
EIF4G2	0.456666666666667
GUCA1A	-0.328
CTNNA2	-1.174375
NUDT15	-1.74283333333333
CEPT1	-0.0608333333333333
ZNFX1	0.7671
CCDC92	1.291
TDRD1	-0.6625
KCNK5	-3.2305
ETNK1	-0.0265
LTA	0.4915
TTPA	-0.329333333333333
B3GALNT2	-0.298625
SC65	0.516
PEX5L	-1.84185714285714
EPS15L1	-0.3575
MGEA5	-0.3815
HIST1H3A	1.10225
ING1	-0.221125
BCAT1	-3.63275
ORC6L	-4.26936363636364
KLK11	-1.18166666666667
C19orf28	-1.062375
DNER	-4.745375
MED22	-0.377214285714286
ETV6	0.656916666666667
CHAC2	-2.4145
CD300E	-0.1085
CEBPB	-0.283583333333333
ZNF398	-0.05875
LRCH3	-0.107
HMGA1	-1.0355
CAPN7	0.5335
MGC5566	-3.30225
CCL3	2.262125
NANOS1	-0.745375
ZFYVE19	-0.3645
APITD1	0.186333333333333
PARD3	0.737375
IRAK4	0.083
SERPINI2	0.506
CEP170L	-0.592
TTC9	-0.458875
MYOM3	-1.4015
MLPH	1.640875
LOC222699	0.5035
NRG1	-2.03675
TBC1D9	4.49854545454545
TTK	-2.6905
ZNF557	0.6916
DDX41	-0.394666666666667
FANK1	3.3845
UBE2D2	-0.095
PSMB10	0.1105
MYH7B	-0.7695
GABARAPL2	-0.538875
MARVELD2	1.36183333333333
DGCR2	0.428833333333333
UNC45A	0.3885
C6orf72	0.801
ZNF683	4.10475
GIT2	-0.400625
CASK	0.312
C14orf161	4.8305
LRRC44	1.02225
TIFA	0.342375
UTP11L	-0.58625
C6orf65	-1.27575
FDPS	-0.061
DUSP9	-1.8284
SLC17A8	0.210666666666667
OR51G1	0.310833333333333
NANS	0.37975
OLFML1	1.7975
ATP10B	-1.3835
NPAS3	-1.05725
PRKCA	-2.8563
GGA2	-0.030125
LCE4A	0.6255
SPANXN3	-0.3765
CCDC115	0.90375
SDCCAG3	-0.54475
GLIPR1L1	0.14525
TTC1	-0.07825
C17orf76	-0.46025
MAD2L2	-2.024
HIPK1	-0.612
LRRC3B	-0.873333333333333
CLN3	0.520818181818182
C17orf47	0.1835
FMN2	-3.287125
TUBB1	-2.290625
WAPAL	-0.0245
C3orf21	-0.91125
SCN5A	-0.6762
SMYD1	-0.654
BEX5	1.86125
ZNF192	0.574
SEC22A	0.4305
GRIA2	-0.0850714285714286
KIAA0825	-1.47575
NUSAP1	-2.89036363636364
LANCL1	-0.222375
C15orf40	-0.3302
ZNF645	0.610625
GPR61	0.05375
NLRP14	-0.8755
SNX21	-0.6245
C1QTNF8	-0.2045
C17orf46	0.247
IFNA8	0.621
SPRR1B	-1.9395
FLRT1	-1.0235
SNX17	0.4505
ASB2	-0.744166666666667
HBG1	-5.179
RPRML	5.706
JOSD2	0.282
PLSCR3	-0.157
SPOCD1	-0.740666666666667
RAB39	-0.418
GHRH	2.16916666666667
ITIH5L	0.6925
C17orf37	0.524
SMCR8	0.80625
DPY19L2P3	-0.4025
IL11RA	-0.143666666666667
GDF3	-3.63833333333333
RPS6KB1	-1.53733333333333
DNAJC19	0.7579
TOP1	-1.143
CRCT1	0.8525
MPST	0.171125
DPM2	0.849
FAM38B	2.77783333333333
SLC18A1	-2.17116666666667
FARP1	-0.844833333333333
PAX7	0.359
TUBD1	-1.35625
GNL3	-0.317875
BTG2	1.0434
NDUFS6	-1.03225
C1orf79	-1.78375
ERAL1	-0.373
ECHS1	0.94675
VPS4A	-0.6805
CYP11A1	-0.516375
ABCC6	-0.270071428571429
PBX4	-1.918
MOSC1	0.616125
NCF4	-0.0355
HYMAI	-0.144
NAGPA	0.559375
OTOP2	0.71725
ACOT12	-0.188
MTHFD2L	-0.10775
LOC441376	1.41275
C19orf34	0.558
RAB1B	0.17425
ALDOAP2	-0.194
NTRK1	-2.22733333333333
ARTS-1	-0.7916
SLC6A11	-1.124
NAP1L2	1.1955
CNGB1	-0.147166666666667
EPB41L4B	-1.77241666666667
FAM134B	0.851375
HS3ST3A1	-1.71366666666667
CPXM2	2.51725
SIRPB2	0.784
CHORDC1	-0.978666666666667
TRIB3	-1.16066666666667
SLC2A5	0.25825
C2orf49	-0.592166666666667
DDX5	-1.00375
OR5L1	1.0735
ANAPC4	-0.386333333333333
ZSWIM1	-0.1755
LOC93622	0.124375
KCNK3	-0.5814
RP11-35N6.1	-2.32283333333333
ZFP161	0.795833333333333
AQP9	2.6705
SLC15A2	-1.5315
MREG	1.647
OR9I1	0.428
PDLIM2	0.302125
ADAM7	0.874
GSTCD	-0.342833333333333
WDR21A	-0.151
SLC12A8	2.3345
TMEM174	0.215
IGSF3	-0.541333333333333
LRRN1	-3.6335
LOC402117	-0.479
SRPK1	-0.478833333333333
LY6K	-2.4198125
NFIA	2.7195
PTCD3	-0.213625
LEP	2.66616666666667
PCDH21	-1.14566666666667
MAPKAPK2	0.921428571428571
NMNAT1	-0.140166666666667
LHFPL2	-0.074875
C9orf43	1.70175
DIP2A	-0.6035
ACTR8	0.3125
CCDC34	-0.81725
PTPN22	-1.6225
ITGA3	-1.005375
FAM129C	-0.4305
RABGGTA	0.793666666666667
UNC45B	0.303
KIAA1033	-0.140125
ZNF510	-0.123666666666667
CYP2D6	-0.9665
SLC26A10	-2.011
STX8	0.6985
LUZP1	-0.4325
WDR89	0.0341666666666667
EIF4G3	0.1581
C5AR1	0.397875
ZNF623	0.849
A2M	-0.58325
TGM7	-0.264
GRPEL1	-0.798333333333333
LMNB2	-1.2889
ROCK2	-0.138
SNX16	0.489
CCDC66	0.26125
ANXA3	-4.57075
KIAA1609	-0.93025
EED	-0.95275
RNF32	1.14533333333333
HES1	0.3659
CLC	-0.108833333333333
ISL1	0.00699999999999999
KIAA0528	-0.069375
MANEA	0.7685
C1orf61	-2.2135
hCG_2001000	1.15975
RAPGEF6	-0.929
KIAA0020	0.1585
NEIL1	1.84775
C16orf45	1.50425
RBM10	-0.0806666666666667
C10orf125	-0.901375
MRS2L	-0.35825
DNAH17	-0.486428571428571
C19orf10	-0.782
C1orf160	0.6835
SLFN12	1.246
EXOC3	-0.146333333333333
HIST3H3	0.315
NCOR2	0.307
TNFRSF9	-0.93875
MFSD8	-0.321
ALX1	-3.53516666666667
NOL1	-1.185
PODN	2.9695
TIAL1	-0.99525
HIST1H1E	-0.1935
NPY6R	0.55475
TM4SF4	-0.951
CORO2A	1.442
ETNK2	0.930833333333333
APOE	0.1548
ANGPT4	0.452
HDGF2	-0.2595
G30	0.774
ST8SIA4	-0.551875
F2RL1	-1.181875
FAM19A4	-2.58575
CCAR1	-0.30975
B3GNT7	-0.23925
OPHN1	-0.6624
DSCR6	-1.314
C21orf13	2.142
GAS2L1	1.01058333333333
RFX3	2.32533333333333
COPS4	-0.09575
BCHE	-5.652
BCL2	4.300375
HBZ	-2.988
ARL13B	0.7125
MAPBPIP	1.488125
MYO15B	-0.073125
SPZ1	0.56275
KIAA1324	2.19244444444444
PLCL2	-1.031375
C4orf29	-0.68675
WDFY2	-1.261625
ZNF284	-0.06
NAALADL1	-0.026
DUSP5	1.0055
PXDN	-0.00674999999999997
SLMO1	-0.252
TNXB	0.4721
BIRC7	-1.3
A4GALT	-0.14
TIMM22	0.254
FAM110C	1.1255
TOMM34	-1.079875
ABHD9	-0.157
ADAM32	3.149
CRHBP	-0.83525
AQP2	0.540125
LOC130355	0.86075
ZNF187	0.706666666666667
ZNF816A	0.4195
F7	-0.2755
CNOT1	-1.124
SLC13A4	-1.3
ZBTB11	0.458
B3GALT5	-0.3535
EXOC2	1.03583333333333
IRS1	1.1836
TMEM1	-0.0376666666666667
MRPL34	-0.0643333333333333
SAMM50	-0.35875
CDC42EP3	-2.178125
HSF2	-0.4125
MFN2	-0.18325
TSPAN7	-2.159
NUCB1	0.683
RHOH	-0.521
ARL16	-0.474
TACR1	0.168
SFRS5	-0.918333333333333
SNX25	-0.5805
RHBDF1	1.28283333333333
PCDH18	0.6665
HMG1L1	-1.125
MYO5C	1.70825
MAPK10	1.2615
LDHAL6A	-0.3225
NUDT12	1.9045
NCAM1	-0.253625
GLIS2	1.039
GGTL4	1.22325
DAPP1	1.266
ATF7	0.346125
KIAA0748	-1.5095
NFIL3	-1.7735
TM6SF1	-0.5227
SEZ6	0.39875
NANOS3	1.91966666666667
DNAJA3	0.299333333333333
CLDN6	-2.5365
CIITA	2.711
EPHA4	-2.62933333333333
FANCC	-0.299
CMTM3	0.1095
PSG3	-0.453125
MRPL15	-0.72025
C21orf59	0.189
PLCXD2	-0.67425
C2orf34	-0.781
UBE2L6	1.19975
MED14	-0.380666666666667
HP1BP3	-0.0403
C6orf208	0.034
TPBG	1.21625
OSR2	-1.29075
XPC	0.287166666666667
KLHL7	-1.46933333333333
CCR3	-0.76
AGTPBP1	-1.33033333333333
PCSK6	1.782
STAT5A	-0.3759
FAM18B	0.70025
LONRF2	0.756166666666667
PTPN2	-0.28025
SF3A3	-0.759166666666667
EFCBP2	-0.85625
HCFC1	-0.386666666666667
AHNAK	0.47455
ACTR5	-0.3775
KIF14	-2.59442857142857
TENC1	1.7225
HEATR5B	1.0655
YIPF2	1.153
MYEOV2	0.634666666666667
DUSP18	1.09075
KIAA1012	0.5865
AHR	-1.296
C17orf53	-1.70516666666667
PTPRH	-1.5505
ATP6V1C1	0.377
TAS2R3	-0.349
LOC440356	1.542
COQ10B	0.137
PSMF1	0.199583333333333
SORBS2	-1.46125
NFE2L2	-0.415
TMCO7	-0.626
SH3PXD2A	-0.8977
SH2D2A	-0.89275
SPINK5	-3.954
MRPS24	-0.8265
OPA3	0.801
TRAF7	0.993666666666667
C4orf35	0.274
MT1G	-0.991625
MGC39545	0.965
HS1BP3	0.5599
OR2B2	0.8275
CHRM4	0.6265
SFRP2	2.95358333333333
RIC3	-2.61675
ART1	-0.631
C6orf1	1.74275
DUS4L	-0.573
C10orf104	-0.049
TNFAIP6	2.289
RTEL1	-0.8225
CCT4	-0.6253
ZNF709	-0.21925
CHMP6	0.143666666666667
UPP2	0.68725
CYP19A1	-2.655125
CD151	0.4655
NDUFA13	-0.3505
ARFRP1	-0.955333333333333
FAM26B	1.19775
CRYBA1	-2.501
MRPL41	0.271666666666667
NPFFR2	1.705625
HRH2	0.4285
SCAMP3	1.26716666666667
MTMR6	0.2804
MTG1	-0.960166666666667
UBTD1	1.556
CRABP1	-3.157
FLJ33790	0.7316
KIAA1908	0.673
GPR158	-3.07825
PACSIN3	0.394166666666667
OMD	3.07966666666667
CATSPER1	-0.594
HOXB8	-0.891125
FBXO46	0.852
OAS1	0.611
SVIL	0.20575
PHB2	-0.6755
ADCY3	-0.63
NDRG2	0.0513333333333333
ERMAP	0.7478
APBA2	-1.5125
IGSF9	0.668
WNT6	-0.801857142857143
MYCBPAP	2.3405
ATP2B2	-0.8185
CPVL	-1.2783
TRAM2	-1.41016666666667
NOP5/NOP58	-0.7385
ZNRF4	0.32225
TLK1	0.000624999999999997
MTMR12	-0.166
ZNF384	-0.189
FAM9B	-3.27075
RPN1	0.235
PMVK	2.10525
EIF3D	0.3774
SIX2	0.66575
HPS1	0.972857142857143
RNF7	0.23875
PSKH2	0.687
KCTD13	0.327333333333333
CSMD3	-1.2191
FBF1	0.3675
IL8	-5.79075
SERPINB13	0.512416666666667
FBXL20	0.27325
BLR1	0.2775
SH2B1	0.0306666666666667
RFNG	0.1875
RAB20	0.474833333333333
RBM7	-0.46675
POLR1A	0.0228333333333333
TMPRSS4	-3.37125
TAF9	-0.582625
TERF2	-0.343833333333333
TNFRSF1A	0.505583333333333
ACADVL	0.0775
GTF2H5	1.02525
EDG8	-1.345
C9orf140	-1.01475
UST6	0.931
ZBTB8OS	-0.88725
ZNF710	0.719
GPR174	-2.0135
ATP6V0A2	-0.55325
KIAA0319L	0.178583333333333
XKRX	0.465
DOPEY2	0.908
SDHD	-0.542166666666667
SUMF1	2.5375
OSM	1.85075
OPN3	-0.42225
DAGLB	0.318
PPFIBP1	-0.3915
TRIM63	-4.25025
C10orf53	0.6995
LYPD3	0.337
BCL7A	-0.281625
AGER	-1.54016666666667
TCF19	-1.77025
SAT2	0.19225
PFTK1	-0.3925
GABRE	-2.916875
C15orf38	1.5137
FIS1	0.6435
KCNV2	0.0405
CLPS	-0.04225
PPCDC	-0.69775
FOXN2	-1.74916666666667
NT5E	-3.8586
CD83	0.04525
IL18	1.652625
VPS16	-0.30575
IGFBP2	-3.70316666666667
NOTCH2	-0.101
SIGLEC1	2.569375
CD93	5.156
SULF2	-0.342
CEP164	-0.069375
P53AIP1	0.1245
TOR2A	0.137666666666667
ZNF136	0.1735
MGP	4.4496
CCDC144A	0.354833333333333
TRPC1	-1.85583333333333
SMS	-1.841
MAPK7	-0.258166666666667
RRAGC	0.615
PARD6A	0.00833333333333333
NUB1	1.44766666666667
SYNGR4	0.7485
OR11H12	0.058
WIF1	0.331714285714286
GCH1	-0.85675
OR11H4	0.037
SLC44A5	1.4955
GPRIN2	0.912166666666667
LOC401431	-0.18275
CPA4	-2.3802
MELK	-3.041
IL15RA	0.2655
CUL3	0.558125
HMBOX1	1.652
PODXL	-2.1655
CCT6B	0.602
COMTD1	-1.1835
MUC20	0.623166666666667
GPX2	-3.68225
ITK	-1.689375
FBXL5	1.3485
C13orf27	-1.6605
DEFA5	-0.301
TRHDE	-0.6085
MTP18	0.0578333333333333
UQCRQ	-0.2297
ITGB2	1.2385
CSRP2BP	0.25025
TAS2R44	0.485
PHPT1	0.37475
FAM44C	-0.16625
ERH	-0.328
MPHOSPH1	-2.012
MORC1	-0.4235
PARVB	-0.18525
LAMA1	-2.48016666666667
PGBD3	0.30125
GIMAP6	3.59275
AREG	-3.00516666666667
LIPT1	0.30275
MGC99813	-1.97025
C1orf201	0.6245
GRIN2A	-0.6443
MAN2C1	-0.254875
NSUN5	-0.51375
SF3B5	0.2835
MYC	-0.7661875
NRXN1	-0.826545454545455
ZNF18	0.2785
SPDYA	-0.143714285714286
SLC37A1	0.463
DECR2	0.772
ANKRD38	0.986375
SPTLC3	-0.992666666666667
SUPT16H	-0.884
DTWD2	0.6465
ULBP1	0.155
ZADH1	0.258
OIP5	-3.44175
IL10RB	-0.219666666666667
OTUB2	0.48375
VWA3A	1.13716666666667
SPIC	0.105
OR6C4	0.257
PSCD4	0.618333333333333
DPY19L2P2	-1.1285
TRAPPC6A	0.6005
C21orf2	0.0843333333333333
CEMP1	0.05975
LIN7B	-1.4985
E2F7	-2.89233333333333
VCP	0.09975
LAMA3	1.003
BGN	1.91325
GPR160	0.735
COCH	-4.933
GPR81	2.55466666666667
APOBEC3F	-2.4045
tcag7.1017	0.0260000000000001
C1orf32	0.454
SCGB1D2	7.14625
FLJ43987	-0.7485
C6orf170	1.535
KLK9	0.7165
GPD1L	0.616875
VPS37B	-0.02675
ATG3	-0.057
ADAMTS17	-0.4035
KLHDC2	0.333833333333333
NDUFV2	0.827
BLK	-2.80725
MATN4	-1.439
GPM6A	1.17075
GBP4	2.29266666666667
TMEM162	0.246666666666667
PKP2	-0.9275
HRASLS	0.943888888888889
MMP1	-4.8675
SFXN3	-0.0321
FSD1	-1.80866666666667
ST6GALNAC3	-2.291
CA12	2.9451
NCOA6	0.14275
C19orf58	0.0138
PPP4R1	0.4965
MAN1A2	0.269333333333333
IKBKAP	-0.78325
UPF1	-0.169333333333333
KIAA1219	0.36575
WNT16	0.0371666666666666
SNW1	-0.247625
IL18RAP	1.3795
RPP30	-0.63775
CDC40	0.621857142857143
SETD3	-0.244666666666667
SLAMF6	0.14475
ELK4	-0.012
TRIM47	0.620166666666667
ACOX3	1.3915
TRIM6	1.230625
KIAA0372	-0.282666666666667
TP53AP1	2.16475
SMURF2	-0.58125
ADAD1	0.08275
EBP	-2.1524
KRTAP13-2	-0.316
FLJ36874	-0.572
TOR1A	0.1575
P2RY4	1.266
GPBP1	0.000250000000000004
TRPV1	0.214375
ADAMTS12	0.095
PES1	-0.3521
ATG4A	0.617666666666667
MAGEA10	-4.15525
WFS1	1.0065
CC2D1B	-0.408
PABPN1	-0.382875
SLC25A30	0.43
SLCO1C1	0.0973333333333333
SLC22A5	0.84925
KIF23	-3.2525
SYN2	-1.28533333333333
ASPN	8.43283333333333
CENTG2	0.162
QSOX2	-1.358
FLJ10815	-0.088
STK24	0.056125
SPEG	-1.1422
STK10	-0.4885
DACT2	-3.128
AAAS	-0.677
SSX3	-1.55175
ABCD3	-0.8318
C4orf12	-0.063
PARVG	0.696166666666667
FIG4	1.54075
C9orf46	1.498
TMCO6	-0.35
IGHMBP2	-0.8275
DUS2L	-1.06266666666667
FAM3C	-0.8986875
TMEM16D	-2.5755
DCTN4	0.53225
KCNH3	0.613
EIF2AK2	-0.3075
AP1S3	-0.768625
CST4	1.531
PAM	-0.36825
NUTF2	-1.25275
CITED2	0.366
SLC39A4	0.19875
C2orf52	-0.8325
GRM3	0.12575
C12orf49	0.491125
CCDC49	-0.2332
GRAMD1B	-1.698375
FNDC4	-0.2465
SIAH2	2.790625
GDPD4	0.57675
C21orf87	0.7705
ATP5A1	0.567333333333333
C16orf63	0.52925
LOC388135	0.760166666666667
ATP5J2	-0.43325
MMP3	-4.59175
EMID2	-0.22925
CRHR1	0.5585
WDR70	-0.73075
C13orf31	1.61275
ZFAND1	0.00425
CCL18	3.80033333333333
C3orf49	null
RINT1	-0.0585
KIAA0408	-2.17566666666667
F13A1	4.4191
SLC10A1	0.0288333333333333
OGN	-0.17925
GIPC2	0.926166666666667
XPO6	0.667666666666667
LCE1A	0.3995
FMR1	-0.3351
LOC374920	0.02275
DUSP3	0.183625
ANKMY1	2.22225
C7orf50	-0.189
BBS9	0.5603
UNC119B	0.639125
C9orf72	0.05325
MGC35440	-0.17825
ENTPD6	-0.154125
PPP1R2P9	0.36225
ERCC4	0.463
FAHD2B	-1.386
HMHA1	-0.085
HACL1	0.54375
RAD23A	-0.274166666666667
FAM83B	-0.987
PPP5C	-0.808166666666667
RNASEH2C	-0.762625
C9orf153	-0.6395
SCAMP4	0.75725
GHITM	0.4952
NDUFB7	0.0075
ADCYAP1	-0.2978
SP110	1.74583333333333
MAP3K7IP2	0.82725
DHH	0.3055
AGRN	0.611357142857143
WDR33	0.0905
CEP290	-0.592833333333333
PRPS1L1	-1.5445
KLRA1	-0.8255
GPR97	-0.0015
CHD7	-1.08025
TLR10	0.8925
SLC30A8	-0.988
HIC1	1.01583333333333
IAPP	0.3475
RXFP4	0.553
GP1BB	1.248
SHQ1	0.754
NKX2-3	0.236666666666667
API5	-0.23125
FTHP1	0.185
MOV10L1	0.0322
TRIM6-TRIM34	1.766
ADHFE1	0.88175
FAM117A	-0.56975
DDI1	0.620333333333333
CDON	0.738666666666667
TRIM73	-0.012
IGKC	0.796
MMP14	-0.0665833333333333
DYNC1LI1	-0.470875
C11orf66	0.443
TRBV3-1	-1.4915
FASTKD5	0.043
BIVM	-2.00375
LHX4	1.89275
CXCL2	-2.1343
RAB2B	-0.284333333333333
IZUMO1	-0.97025
MAP3K15	-2.255375
FAM19A2	0.481
ZC3H8	-0.466333333333333
ZMAT1	2.413125
SPINK5L3	-3.026
SLC10A6	-0.404
APPL2	-0.326125
CARD10	-0.6765
LOC402176	-0.098125
EEF1D	0.711
RAB6A	-0.0668
C12orf5	-1.408125
PAPOLG	0.69525
MSRB2	0.906
BCR	0.754941176470588
PUS3	-0.162
TIAM2	-0.31075
ZNF317	0.228666666666667
CHD2	-0.349928571428571
FZD5	-1.30013636363636
NUDT8	-1.1445
ZNF763	-0.228
PRC1	-2.22211111111111
ABCB9	-0.227
SPATA3	0.1675
TRAK2	0.04075
STAB1	2.980125
LRRTM2	-0.331
psiTPTE22	1.3255
DBI	0.4035
SERPINA11	-0.75325
NAT5	0.07
C20orf58	-2.052
RPS6KA4	-0.418666666666667
FLJ90650	0.0695
TGFBRAP1	-0.02325
CHRDL2	-0.005125
FAHD2A	-1.51366666666667
CNTN1	-0.373
BBS4	0.2899
TMEM181	0.1655
MINPP1	-0.761
MPHOSPH6	1.32258333333333
HOXC10	-1.858
ITPKB	0.688
CLPTM1L	-0.350375
MEOX2	-0.543333333333333
ATP6V0C	1.0865
PRPF8	0.0818333333333333
TMC5	4.25125
FKBP3	-0.625
PLEKHB2	0.122375
OR4D6	0.4585
ZNF544	-0.2583
D2HGDH	0.17625
RPL18A	0.0919
HEL308	-0.23425
MPP6	-2.21475
TCERG1	-1.8965
KRT16	-1.51066666666667
KLF17	-0.421
KLF5	-3.4855
CDR1	1.43675
VCX3A	-5.134
FBLN2	1.1375
C14orf104	-0.2615
HBE1	-4.5755
OR4S2	0.6415
C1orf108	-0.570333333333333
ROBO4	3.52116666666667
CPEB4	-0.11975
C11orf80	-1.01483333333333
BCKDHA	0.842333333333333
MYOC	-0.06125
GIF	-1.3425
CKMT1A	1.4565
RPL3	0.9805
THBS1	2.08175
APOO	-0.13275
ARMCX1	1.6765
HSZFP36	0.764
SNAPC5	-0.37475
EIF4ENIF1	0.921
ZNF433	0.064
TNFRSF21	-2.1715
TMPRSS7	-0.4035
SPATA18	2.929
HPDL	-2.5845
MKL2	1.5737
TBX3	0.430615384615385
C21orf93	0.632833333333333
DAXX	1.06825
ELMO1	-0.59475
RGS13	0.7415
TAF11	-1.43725
UNC13A	-2.203625
LOC653314	0.1161
ORC3L	0.20875
IMAA	-1.9085
TARBP2	-0.39275
CABIN1	-0.0728
TRIOBP	0.027875
HIST1H2AC	2.08575
RGS22	1.51083333333333
NCOA1	1.046
IL25	3.2185
SNCG	-0.814
GPR6	0.923
AMDHD1	-0.534833333333333
CHEK2	-0.891625
C6orf142	-0.9995
DRD4	0.86425
C14orf68	-1.03725
GDF11	-2.36575
SEMG2	-0.091
CD247	-2.011
CDAN1	-0.0415
RBMX2	-0.373833333333333
TGS1	-0.43575
OIT3	-0.06225
SYF2	0.35
MCM4	-2.21925
PKHD1L1	0.059875
CEP192	-0.463833333333333
IFT88	1.64325
RPL9	0.544857142857143
RAB32	0.5585
DDX43	-2.734
P2RX2	0.517666666666667
OR5D18	0.569
UBE1	0.187083333333333
SLC24A1	1.29725
ARHGAP5	0.129
CETP	-0.944
KIAA1731	-0.637166666666667
SLC9A4	0.0405
PTPN6	1.2525
BAHD1	0.13325
GRIK3	0.326
CACNB2	-0.3559
PDE10A	-1.065
DGCR14	-0.245
PCDHB9	-1.4025
RHOQ	-0.008
MAP3K4	-0.009
KTI12	0.101666666666667
RPL23AP13	-2.3635
GNG11	-1.618
CLCN3	0.598
GPAM	-0.69175
VSTM2A	0.6225
SLAMF7	0.605
INTS2	-1.099
PPP2CA	-0.0866
LRP12	-1.37526666666667
SEC14L2	3.42144444444444
DKFZP586H2123	0.8095
MC3R	-0.0215
CIRH1A	-1.99933333333333
HIST1H2AB	0.858666666666667
POLH	-0.265625
MGC16703	-1.55266666666667
SNAPC2	0.8305
FILIP1L	0.38575
RASGRP4	0.5585
LRRC1	1.11825
GAS1	-0.5345
PRAC	-0.91175
DGKA	-0.148166666666667
NT5C3	-0.192
PEG3	-4.42891666666667
NADK	-0.31925
PRR17	1.28775
LOC374569	-0.31575
SGSH	0.7135
NLRP8	0.468
GALT	-1.6062
MCF2	-0.401
ZNF263	1.85975
TACSTD1	0.910833333333333
TYR	-6.2677
ATP6AP2	-0.36125
RNUXA	-0.46875
ABHD10	0.4434
GDPD2	-1.30025
SLC35C1	0.08475
UBE2A	-0.073625
HERC5	-1.83183333333333
FAM112B	-4.46466666666667
FBXL16	3.02075
DKFZP434A0131	-0.5555
ELA3A	-2.4805
RBM41	-1.321
HAO2	0.12475
RNH1	0.4085
SHANK2	0.989833333333333
OSBP2	-1.1155
DAK	0.178166666666667
C3orf58	-1.29341666666667
TCL1B	-1.308
KBTBD2	0.004875
SUGT1L1	0.81275
UBE2E2	0.743166666666667
MYL9	2.307375
CDC23	-0.8295
PBXIP1	1.9157
CXorf40B	0.592
NBL1	0.00975
RTBDN	0.3525
RAB11FIP5	0.543125
TTTY13	-0.621
SCOTIN	0.564583333333333
SOHLH1	-0.350833333333333
CDKN1A	-1.0355
NCK1	0.0615
ZNF550	-0.33
SAPS3	-0.153166666666667
SPIN3	0.297166666666667
MAGEE2	-0.83675
MIS12	-0.9335
OR8H2	0.4025
KIAA0774	-1.85416666666667
UNC5D	-1.559
CUL7	0.479333333333333
LIPC	-3.4605
DIO1	4.71775
C20orf11	-0.7279
CTRL	-1.035
HS3ST2	0.31025
PAK4	0.945333333333333
CCRL1	2.32625
RNF10	0.384375
ZNF567	0.154
ZNF660	-1.1755
TCEAL3	0.7895
MAGOH	-1.825
CENPB	-0.0668333333333333
C19orf7	0.424875
LOC388965	0.06325
ZCCHC13	0.128
JMJD1A	-1.0455
HIST1H4H	0.417
TBRG1	0.2417
GPC3	-5.19675
TAF1C	-1.27225
EBNA1BP2	-0.2415
CIAPIN1	-1.301
PDGFRA	-1.05158823529412
CSTB	-0.126375
CENPI	-2.89066666666667
