Hybridization REF	TCGA-A2-A04R-01A-41R-A109-07
C13orf24	0.182
C19orf52	0.3445
BNIP1	0.708
AQP3	-2.75475
KRT6C	-2.3925
SIRPA	-0.670916666666666
IGFBP6	-0.819
PLEKHK1	0.90725
RNASE7	-0.295
ARHGEF15	0.733
NPHS2	0.00624999999999999
SRD5A1	-1.60225
REXO4	-1.49025
EEF1DP3	1.13
SLC37A2	0.58
ZNF142	0.61325
ANKHD1	-0.516
MUT	-0.145
VPS37A	0.64525
GPRIN1	-1.33825
SLC38A3	-1.47025
BAZ2B	1.4745
WDR87	0.148333333333333
BRD7	-0.1305
POU6F2	-0.702
NISCH	0.905125
TCEB1	0.4105
LINGO2	-2.45575
TAX1BP3	-1.1075
RPL34	0.724722222222222
MARK2	0.488
AKAP12	-1.2001
AMBN	-0.042
SLC25A27	-2.82916666666667
FLJ21865	-0.477375
KIR2DS2	0.076
WDR77	-1.21575
ATF2	-0.218333333333333
ITFG3	0.362333333333333
SLC39A13	1.13275
ARL6IP5	0.684875
C10orf137	-0.794875
QTRT1	-0.902
CCNT1	0.8185
DYNLL1	0.4255
WDR53	-0.3305
LIPG	-1.64766666666667
ASAH3	0.376
HELB	-0.36825
PHACTR2	-0.0425
VENTX	-0.8865
LAD1	0.691333333333333
PAOX	1.59725
MAPK8	0.057
CCDC38	0.01475
DNAJC8	-1.2702
RBBP8	1.317
WNT11	-0.6757
KCNJ12	-1.24583333333333
HDAC8	-0.994666666666667
STARD4	-2.803
ACVR1	0.633166666666667
C14orf65	-0.0554166666666667
KLB	-0.947
C1orf65	1.209
ZFYVE28	-0.9415
NSUN6	-0.243
KIF27	0.00216666666666667
SYTL2	0.560833333333333
UBXD2	0.4143
OR6T1	0.3015
CCDC91	1.36278571428571
GRID2	0.2915
CALN1	-1.179625
ZNF423	-0.565
PSMB4	-0.0586666666666667
XPNPEP3	-0.353166666666667
ARPP-21	-3.0329
SART1	-0.663
RACGAP1P	-1.992
SPTA1	-5.23725
C6orf113	-0.869166666666667
C7orf16	-2.3015
CHST7	-0.848333333333333
C21orf29	-0.658166666666667
SEMA6D	-1.34125
PCMTD1	0.8336875
KIAA1754	-0.651
MYCN	-1.1458125
KCNJ3	7.108
MAPK13	2.2375
ERO1LB	0.90675
NTF3	4.645
NKX6-2	-0.40975
GTF2B	-0.48025
GSPT1	-0.994
GUSB	0.390666666666667
LOC221091	-1.6625
LIG1	-0.047
EXTL3	-0.495833333333333
NID2	-1.15
TTC29	-1.18575
TMEM97	0.1165
EXTL2	-1.459
SUZ12	0.291625
IL1F8	-0.1455
KRT18	0.832818181818182
MRPS16	-0.053
PI4K2B	-1.087
LACRT	0.4555
OR51F2	0.484
JMJD2C	-0.216875
KGFLP1	1.65625
CDK5RAP3	-0.3126
YTHDF2	0.556166666666667
GGCX	-0.396875
ARPC4	0.225
EGLN2	0.869166666666667
KBTBD4	0.627
ROBO3	-1.2765
DEFB118	-0.1045
KIAA1543	1.777
RTCD1	-1.348
MZF1	0.24525
C18orf26	0.3255
CNIH4	0.347833333333333
ZFP2	0.784166666666667
HTATSF1	0.756
WFDC2	3.7575
NDUFA7	1.3695
TTC22	-0.193166666666667
FAM40B	-2.91525
DCPS	-1.6505
SH2D1B	-1.9285
MRGPRE	0.4725
SBK1	0.84025
UNQ6411	0.222
OSBPL9	-1.491
NUP107	-0.626
MYOZ3	0.3506
PDE4B	-1.91166666666667
FAM113A	-0.5945
IDH3G	0.238
FBXL7	0.953375
ARFGAP3	-1.5275
MAPRE2	-1.51484615384615
IL1RN	0.7402
KIF13A	-0.4245
RAC3	-0.365
TCTE1	-0.265
TMEM14B	-0.293166666666667
ADIPOR1	0.499333333333333
GRINA	1.9855
CLIP4	-0.27425
LRIT2	0.537
TFPI	-2.923
FABP6	-2.21175
SLITRK2	-0.99
HKR1	0.11
SMTN	-0.24875
C1orf75	-0.27475
CD209	0.221625
CYB5R2	0.909
DNTTIP2	-0.819833333333333
CSGlcA-T	0.119
GABRB3	-2.572
PCBD1	0.738166666666667
TAF3	1.50375
HOXD3	-0.856166666666667
GIPC3	0.103333333333333
P11	0.051
BFSP1	1.141
LCP2	-0.2425
TAS2R8	0.4275
SEZ6L	2.400375
NR2C1	-0.949875
EXDL2	1.2412
TNFRSF13B	-1.84
MKI67	0.22375
GLS	0.736833333333333
C7orf54	0.0266
LGALS13	0.338666666666667
IL4R	-0.699
SEC11A	0.252666666666667
SPP2	0.3375
C18orf32	1.98125
CLSPN	-1.52133333333333
SPAG1	-0.228875
C9orf82	-0.55675
TM4SF1	1.7075
EMILIN2	-0.50275
SMG7	0.847666666666667
TAS2R13	0.1945
ZNF628	0.309
DZIP1L	-0.865
ANKRD13A	0.386
VASP	1.293875
ZCCHC11	-1.424625
SYPL1	-0.113125
MGC34774	0.366
C4orf28	-1.041875
KIAA1211	0.427833333333333
RPS27L	0.20125
TATDN3	-0.52725
PDCD1	-1.05125
OR5P2	0.4725
IFIT1L	0.659
MIPOL1	0.487
OR51D1	0.5735
C1orf92	-1.09466666666667
LAMP2	0.285944444444444
CAT	-0.452833333333333
C16orf80	-0.77475
C15orf32	0.0305
ZNF746	0.42125
C1orf76	-1.812
ATXN1	0.3345
LAMC2	0.611875
SLC2A7	0.029
CPOX	-2.154
APH1B	1.21466666666667
LOC442245	-0.9255
CTNND1	1.21444444444444
GABRG2	-0.74725
MADCAM1	0.0138333333333333
F5	-2.402875
SEMA4F	0.1165
NUDCD3	0.785875
PDZD11	0.695
TRIML1	0.043
GCNT3	-2.68316666666667
TMEM120A	1.262
CNDP1	0.117
N4BP1	-0.059375
SLC35F2	-1.879125
LCP1	-0.984
IGBP1	-0.1161
DCAKD	0.459375
ELA2A	-0.6695
C12orf56	-1.67125
PITRM1	0.163
GUK1	0.622
RASSF8	0.770625
OR2A14	0.161
ADM	-1.77944444444444
FGD3	0.705833333333333
GHRHR	0.101833333333333
RHPN2	-0.68725
C4orf39	-1.82383333333333
VPS72	-0.09775
SERF2	0.949777777777778
CD22	0.3265
CD47	0.4941
PPIC	0.4925
IMPDH1	-0.36725
ACP6	0.181666666666667
PRKACA	0.224625
PPP1R1A	-0.837875
TRPV3	-0.22675
ASXL1	-0.757375
C17orf55	-1.11533333333333
FXYD1	-0.6705
LMOD2	0.1805
ANKRD33	0.539
LCE2C	-0.004125
ZNF620	0.261
DKFZP566E164	-1.47525
VSIG2	-0.4305
KIAA1128	1.66
USO1	0.277
NUDT4	0.207428571428571
CLDN1	-1.76328571428571
OR4Q3	0.1115
FASTK	-0.4015
ICOS	-0.286833333333333
LDB1	0.5835
GSTA5	-1.4075
ABCC1	-1.20533333333333
FAM54A	-1.757
PCBP2	-0.427166666666667
NUP205	-1.17975
ACTA1	0.451333333333333
GABBR2	-1.52825
PIP5K1B	-2.62566666666667
AGXT	-2.20183333333333
RNF181	0.2975
ATP8A2	-1.39475
AFTPH	2.203125
FGF21	0.338
FCER1G	1.371625
SNTB1	-2.12025
SLC24A3	-0.677
TXNL4B	-1.5068
RPL10L	0.0576666666666667
LOC389517	-0.4398
TSGA13	-0.0015
SHOX2	-0.618
ITGA7	-1.1702
KCNIP2	-0.258
KLF13	0.3011
ZFAND2A	-0.15
CEACAM1	-1.02442857142857
PFKFB4	-1.93233333333333
MED19	0.69175
LRRC57	0.409666666666667
RNF11	-0.0865
ANKRD32	-2.033
P117	1.0875
OBFC2A	-2.46133333333333
POLD3	0.220916666666667
RAB18	1.35025
TPH2	0.109833333333333
PHB	-0.2596
JDP2	0.9425
MORF4L1	-0.6605
POU2F1	-0.39125
CNNM2	-0.768583333333333
LOXHD1	0.0971666666666667
ZC3H15	-0.4505
ELK3	0.481166666666667
FAM111B	2.332
CBLC	4.3845
SBNO1	0.84625
ANKMY2	-1.376
PLEKHA5	0.241
DHX58	0.388666666666667
ARCN1	-0.892
TREML1	0.0835
KNCN	-0.153
SEC24A	-0.36225
PSCA	-1.3925
MGC24125	0.443333333333333
DNA2L	-1.37075
CIB4	-0.25475
HIGD2A	0.451166666666667
TBX6	-0.0203333333333333
TTLL5	-0.389833333333333
SGK3	0.811333333333333
GCN1L1	-0.24375
AMOT	0.4133
LDOC1	0.433166666666667
NRK	-0.3575
ASB9	-3.5175
NAT1	4.637
TRAFD1	-0.32275
PEAR1	0.285
FAM36A	-0.00112500000000001
OR1S2	0.425666666666667
LOC388323	-1.714
PGS1	0.457666666666667
LEPREL1	-3.45925
TFF1	0.718083333333333
HAP1	0.21825
EPHB2	-1.779
ACTG1	1.30516666666667
ZFP42	-1.98
HAVCR2	0.0368
NME1	0.4035
SNX26	0.5225
LACTB	0.205333333333333
ZKSCAN2	-0.012375
C5orf35	0.5015
ANKS3	-0.4665
RBM28	-1.529
DKFZP586P0123	-0.19975
HNRNPA1	-0.430166666666667
BCAS3	-1.15266666666667
FLJ20184	0.502
POLA2	-0.7165
TMC7	-0.6195
HSD17B6	1.3975
ZNF658B	-0.103333333333333
TTTY10	-0.255166666666667
RANBP9	-0.0639166666666667
CPNE7	-1.19766666666667
EVL	1.83041176470588
LNX1	1.44416666666667
IFNA21	0.0858333333333333
CFD	0.7505
PYCARD	0.339166666666667
MYBPC2	-2.0605
ENPP3	-2.2895
ACSL4	-2.1905
LOC440258	-0.0598333333333333
TMEM176B	3.06183333333333
SOX2	-4.586
SCO1	-1.052
COMT	-0.004
AOC2	-0.3465
PDLIM5	1.57564285714286
SPHK2	0.194333333333333
NXPH2	0.6575
GPR108	0.00433333333333333
RAD51L1	-0.399
TMEM54	0.98275
LETMD1	-0.997222222222222
SLC6A17	1.055
KRT75	-0.6345
STT3B	-0.495
CD3EAP	0.925833333333333
TMEM63A	-0.2865
DUSP13	-0.22475
CD1C	-1.88566666666667
LASS2	0.6
AVP	2.2175
PITPNM1	-1.746875
FLJ22795	-1.2735
MCTP1	-2.4485
TRIM68	0.0501666666666667
UCK2	-0.784333333333333
ABHD1	1.33825
FAM50A	0.05875
RNASEH1	-1.0445
PCP2	1.89666666666667
OR52H1	0.1735
C20orf149	1.73675
RBP5	-1.28116666666667
HYAL3	0.62425
CLPB	-1.1075
SMNDC1	-0.02625
DONSON	-1.61366666666667
FLJ27523	0.08875
BARHL2	0.161333333333333
SLC30A9	0.503
TMPRSS11B	0.24875
E2F8	-1.07033333333333
CCDC25	0.116833333333333
C14orf48	0.179
C20orf116	0.675125
TSPAN11	0.2265
YIF1B	-0.602833333333333
FAM12B	2.2355
OR1L6	0.358
HPN	1.2267
NBN	1.130875
C14orf94	-0.600166666666667
OCLM	-0.835
ZSCAN18	-1.342
L3MBTL	-0.8688
TSTA3	1.28383333333333
RAC1	0.54825
C19orf15	0.546833333333333
NFE2	-4.4925
KLK14	0.445
ARSF	-0.083
MAST2	0.3425
AMICA1	0.221166666666667
GTF2A1	1.862
ATP1A3	-1.142
TC2N	2.2135
PNKP	0.281
ODZ2	-0.514125
MATR3	0.124375
S100P	-0.0285
KRT82	-0.081
CA13	0.1188
PROZ	-0.989333333333333
AASDH	0.737875
C19orf40	-0.318333333333333
DCK	-0.597384615384615
FAM5C	-2.093
SLC6A4	2.5645
MID1IP1	-1.65125
TESSP5	2.2835
TMOD4	-0.249166666666667
DOCK2	-2.42183333333333
TUG1	1.021125
NUP214	-1.15025
DPYSL2	0.184318181818182
GOLM1	-0.127583333333333
MPFL	0.41375
SOX13	0.9515
SDCCAG8	0.0973
KEL	-2.454
NUP210L	-2.22975
GK	-0.987625
DNAJB1	0.57425
ALPK3	-0.0595
CHID1	1.2816
CYLC2	0.115333333333333
IKZF5	0.77775
C8orf51	1.95383333333333
PPM1J	2.42625
GIMAP8	2.53566666666667
GPR101	-0.104
NR2F1	-0.954
ACAD8	-1.2765
RBM35A	1.72875
GNAI2	-0.481
METTL8	-0.126166666666667
SLC39A7	-0.1405
FBXO8	0.56425
CAMK1	0.33825
RFC3	-0.914125
FAM129A	-0.0207857142857143
ILF2	-0.239
FGFBP3	-1.84425
NOM1	-0.615333333333333
PSMA3	-0.36325
ASCC3	-0.2961
ZYG11A	-1.2475
SOX21	-1.22225
LYRM1	-0.4355
DEFB1	0.239
LOC91431	-1.55733333333333
OR7C2	1.66
FAM46B	-2.212625
TMEM18	0.030125
ARHGAP30	-1.04616666666667
TMEM86A	1.61433333333333
EPHA2	-1.807
C10orf46	1.31495
TCHH	-2.07216666666667
C3orf30	0.193833333333333
LOC285636	-0.100833333333333
PAIP2	1.17125
CYP2U1	-0.247
C12orf34	1.15075
SARS2	-0.459666666666667
ZCWPW1	0.618
SAMD12	1.05575
KIAA1430	0.6575
ACAT1	-1.73375
MEOX1	0.348
ADAMDEC1	4.7305
PHKA2	-0.6605
CARD11	-2.26783333333333
CALML4	-2.51
TSSC1	-0.25575
TMEM45A	-0.962888888888889
MPP7	2.519625
POU1F1	0.4755
SLC2A13	-0.8227
FBN2	-0.457285714285714
ZC3H7A	0.2719
LAIR2	-1.65175
ST3GAL1	1.34983333333333
LCT	-2.71925
GEMIN8	0.922
KLF16	1.513
HIF3A	-0.575
FAM44A	1.50514285714286
AQP10	-1.0882
PLA2G2A	-2.1375
FOLH1	1.60466666666667
C20orf186	0.2595
MAPKAP1	-0.366
SPRR2D	-0.86325
UBQLN4	-0.406666666666667
RSHL1	0.00183333333333332
PIAS3	1.219625
MRPL24	1.11775
GREB1	-1.224
FAM27E3	-3.2715
NUP62CL	0.96875
NEUROG3	2.8205
REEP3	1.60516666666667
MARK1	-1.06025
LMBRD1	0.26425
PRPF19	-0.8815
PNMT	1.32716666666667
CTGLF1	-0.9715
SLC25A16	0.325
EIF2B3	-1.445
RPA2	-1.1875
PAK6	2.403
CCDC26	-4.264375
SEMA3E	0.634125
MXD4	0.6888
TNFSF10	1.9166
SMARCB1	-0.662
DTX3L	0.961333333333333
PLA2G4E	-0.2305
PPAP2A	0.171
ULK1	0.0358333333333333
TAS1R3	0.182
SLC2A3	-2.87290909090909
ARID3A	-1.368
GNG5	-0.0415
ACOX1	0.5549
KIF5B	-0.4965
NUP153	-0.633
MUC7	-0.378
CSDE1	-1.55257142857143
CLPTM1	0.09825
C3orf23	-0.5825
LRRC17	0.672833333333333
TTYH3	-2.015375
ATP5B	-1.0385
ELF3	2.1221
CPSF3L	-0.512333333333333
ZNF665	0.0816666666666667
TLR6	-0.7987
GPI	-1.141875
RAD9A	-0.383625
NDST4	-3.1235
AGPAT3	0.00374999999999999
MAGI3	2.26583333333333
ADORA2A	2.792
CACNG7	0.174
CAMK2D	-0.417428571428571
CCHCR1	-1.1775
RPS27A	0.27475
OR10G7	0.622666666666667
GCM2	0.038
FAM135B	0.453
E2F1	-1.0065
PLCB3	-0.36175
OR2AE1	0.1865
COIL	0.256333333333333
CDC25C	-0.359666666666667
RAB11FIP2	0.80525
TSC2	0.2925
CTGLF5	-1.181
CCDC108	0.6134
OR13C4	0.336
C10orf81	4.46025
PTPRB	1.2965
ACP2	0.553
LAG3	-0.85675
MRPL54	0.4805
LOC201175	1.6085
ITGB1BP3	-1.50875
SPTAN1	-0.152666666666667
SIPA1L2	0.7315
RCAN2	-0.9455
CDX2	-1.033
ECOP	-0.24175
ACTR1A	0.319571428571429
PPARG	-1.65716666666667
BBS10	0.134833333333333
TMEM44	-1.76275
BPIL2	0.45275
CITED1	-1.0455
IRF6	5.54525
PRDM4	-0.241166666666667
RRP9	-0.942
OR10H4	0.68175
IL31RA	-1.51
GNB1L	0.398166666666667
MYBL2	-1.093625
ZNF407	0.784
PPIG	0.362166666666667
TTC18	0.88375
RPSA	-0.293
MAPT	2.384875
MRE11A	-0.426428571428571
C8orf37	-0.882833333333333
RASGEF1C	-1.077
STBD1	1.38925
CTAG2	-0.324666666666667
MGAT5B	-2.4255
ECM1	1.91225
RLN1	1.518
PARP14	0.9551875
EPB41L1	1.7767
HOXA3	-0.644666666666667
MAGEA9	-4.1275
RPS8	-1.16783333333333
RPS19BP1	-0.352
FOXJ2	0.651875
C10orf76	0.534375
IL17RE	-0.07975
C10orf65	-0.52825
ZNF343	-0.149833333333333
FBXO33	0.055875
UHMK1	1.8356
LY6G6C	-0.46475
FGF19	-2.71325
C14orf128	-0.796666666666667
IFIT2	2.985
TIGD1	-0.56925
S100G	-0.156
GUCY1B3	1.16
NR3C1	-0.8686
CORO1B	-0.337
PARP11	-0.242833333333333
DNALI1	4.73833333333333
OR4N4	0.4695
MAP2K6	0.167166666666667
FSTL4	0.62875
ANKRD47	1.071125
TMEM171	-1.5985
PNLIP	0.0175
YY1	0.749666666666667
CCDC138	-2.55
AASDHPPT	-0.902
CKS1B	0.4187
MCM3	-0.448333333333333
ANAPC7	-0.477333333333333
FAM110A	1.421
CDC37L1	0.818
THTPA	0.74425
NBPF20	0.568
WDR24	1.2785
NPTX2	-3.592
CBLB	1.0325
CETN1	0.665166666666667
RPUSD1	0.48775
FAF1	-1.06375
CDK6	-3.0828
HMX2	0.3185
CSK	-1.0295
TEAD2	-1.97325
SNAP25	-1.7575
TUFT1	1.172
TMTC3	1.3635
LCK	-3.644
SGOL1	-1.02266666666667
AKTIP	0.20375
FURIN	1.269375
SOX12	0.459833333333333
DEFB103A	-0.19675
RAMP1	2.732
KIR3DX1	0.04
GAS2L3	0.805
PDE8A	-1.5239
EDN3	2.172
GMIP	0.55775
SF3A2	1.58525
FN3KRP	1.3625
SMAD7	0.71175
RHBDD2	0.404
OR11H6	0.55
PPP1R3B	2.0046
C9orf23	0.575
CADPS	-0.391
GOLGA8A	-3.043375
TMEM57	0.382166666666667
RGL3	0.733
S100A14	2.99075
FGFR2	2.166625
XRCC3	-0.54325
RTN4RL2	0.698
MGC3771	0.925
GH2	0.4595
BTBD2	-0.164
LMO2	-0.8465
RDBP	0.1595
ACRBP	-2.35475
AMY2A	0.78775
DUOXA1	0.5275
PTK7	-0.0371666666666667
TWF2	0.103833333333333
FAM80A	-1.5455
TNNI2	-3.18633333333333
GLT25D1	-1.05483333333333
OCC-1	-2.6075
CYC1	0.0616666666666667
RPL22	-0.422136363636364
MORN3	1.14083333333333
DISP1	1.08975
PRB2	-0.286
CHUK	-0.208
HR	0.331
CCDC134	-0.867375
DENND4B	-0.78
C14orf130	0.103375
RAB33A	-1.765
DCST2	0.5025
TNMD	-1.3725
PEX7	0.29325
FAM62A	-0.111125
SRD5A2L	1.138
IL22	0.41075
RPS26	-0.475333333333333
HOXC5	-0.5725
SPATA6	0.2275
FLJ38482	0.192
ZNF234	2.7685
C18orf22	1.0275
SPATA22	-0.084
THOC1	-1.60975
CYP7B1	3.0065
KCNC3	-0.364
C8orf42	-2.15
ALDH1B1	-0.262166666666667
CCDC100	-0.268
ARMC4	-3.37
FAM18B2	-0.429
SLC44A1	0.312625
FBXO17	-1.28266666666667
C6orf107	0.1905
C19orf29	-0.67525
ZC3HAV1L	0.508
PARP6	0.0742
SULT2A1	-4.431
C1orf159	-0.58875
TMC1	-0.821333333333333
CHST14	-0.067125
GAMT	1.16233333333333
SMCP	0.169333333333333
TSPAN33	-1.37241666666667
MIDN	0.36875
NOX4	2.87075
RNASEN	-0.4255
TBX1	1.98066666666667
SALL2	0.35725
C10orf35	2.03125
CYP2E1	-1.50575
LRFN2	2.11233333333333
ACO1	-1.1875
IQCG	0.1113
MEGF9	3.149
TM7SF4	1.7845
PLEKHA1	1.47066666666667
STK33	-3.836
C1orf210	2.54625
SNUPN	0.403
KIAA0406	-1.5671
C20orf29	-0.21425
TMEM55B	0.12425
OSTM1	-0.972
CLCN7	0.09975
OTP	0.1765
FLJ23049	-0.76625
HEATR4	2.272
MAP3K10	2.0975
PCDHGA9	-0.0335
AMDHD2	0.329
LCTL	-1.987
PDCD2L	0.31525
CABLES2	0.593
SLC5A9	-0.46475
CLCA2	-2.78983333333333
MGC16025	-0.793
STRAP	-0.800333333333333
C20orf196	-0.646
RRBP1	0.622833333333333
NAT13	-0.68
MAT2B	-0.27
CSNK1D	-0.0488333333333333
KIR3DL1	0.35725
PRKAG3	0.168
ZNF599	0.7015
PRM3	0.9985
PER2	2.11933333333333
ASPHD1	-2.934
PRMT6	-0.524
KCNE1L	-0.396642857142857
FAM118A	-1.13783333333333
TAF4	1.1345
NDUFB6	0.58125
TRIM9	-1.6515
PMFBP1	-0.971
KY	-0.3435
DKFZp762E1312	-1.0352
CSMD1	-1.55725
TBP	-0.770833333333333
OR1Q1	0.166666666666667
RETNLB	0.2155
HPGD	0.1795
DNAJC12	4.21816666666667
FKBP1B	-1.4565
ANKRD24	-0.671666666666667
CXXC5	2.23266666666667
IL3	0.173625
DRAM	0.7248
PTCH1	-1.978
TP53BP1	0.13575
SLC17A7	0.07125
COL25A1	-1.4153
AMACR	0.0795
RHCG	0.0035
VPS13A	-0.47775
FAM55D	0.4055
PRPF38B	-0.84125
OSBPL6	-0.1865
PFDN5	0.6598
CMTM6	0.791875
KCNK12	-1.44125
RP2	-0.31275
C16orf52	-1.0895
PICK1	-0.2285
IFNE1	-1.40116666666667
SEMA4B	-0.0515
TYRO3	-1.2285
OR12D2	-0.016
CSNK1A1	0.3994
FANCF	2.52925
LONP2	0.7195
TBL1Y	0.9595
LDOC1L	-0.99925
CCNC	-1.35875
C3orf60	0.86325
CHKA	-1.4615
UBAP1	0.27625
MAP3K1	2.35
ANKRD9	-0.604
FAM92A1	-1.74133333333333
GAB2	0.681
AZU1	0.19525
DIS3	-0.0963333333333333
C21orf109	-1.05625
IQCB1	-0.89125
SPATS2	-0.8
EFCAB3	0.378
PRB3	0.28325
FUZ	0.3285
ZNF813	-0.426125
BMPER	-0.567
HEG1	-0.712375
ALS2CR11	-1.37325
SURF2	-0.46975
PSMC1	-0.219083333333333
OR2D2	0.4645
SLC7A8	1.47033333333333
C4orf40	0.346
SPATA7	-0.57
MAZ	-0.325833333333333
PIN4	-0.3145
PDE1A	-1.393375
TAF6L	-0.0863333333333333
OR2T34	0.145
KIAA0284	0.64925
ACADS	-1.88572727272727
MKRN2	-0.9755
C18orf56	-1.2135
MS4A6E	0.152666666666667
GALNT4	0.7355
C22orf31	0.165
FLJ36070	0.114
PSME4	-0.056
TFG	0.0964
EPHX2	0.757125
ANXA5	-0.60575
KRTAP1-1	-0.1087
BATF	3.421
KARS	-2.26725
MSTP9	-0.868
GPR26	1.596375
CCDC72	1.494
TEF	-0.281666666666667
FOXK1	-0.9045
PRLHR	-0.158
EMX1	4.292
C11orf30	0.3895
ICK	0.789
THSD7B	-0.69225
C21orf100	-0.22
DUOX1	0.37
EFCAB4B	0.12425
UBE2G2	-0.231
C3orf54	-0.3195
PARP1	-0.69575
FAM60A	-0.755666666666667
C6orf146	-0.084
OR9K2	0.5075
DDX55	-1.3065
RPS15	0.451916666666667
ZNF618	0.637
DKFZp686D0972	-0.70725
SSPO	-0.651
SHFM3P1	0.691666666666667
CPA6	-1.1735
JAG2	0.12125
DEFA3	0.92525
PPBPL2	0.0148333333333333
CD34	4.086
SLCO4A1	-3.248375
AFG3L1	-1.6385
SHD	-0.49675
RP13-122B23.3	-1.04416666666667
PRKCSH	-1.4295
DPH5	-1.05183333333333
HLA-F	0.73575
TBC1D4	-0.28925
RIG	0.193666666666667
GLUD1	-0.181833333333333
HNRPCL1	-0.24425
HBXIP	0.09925
RNF207	-1.5865
APIP	-1.10625
PLA2G3	-2.44
CCDC84	-1.88925
MYLIP	1.05330769230769
PHIP	-0.59975
AARS2	-0.449
DHX32	0.49975
SCAPER	0.451
MEN1	-0.12375
NIP7	-1.63625
FLJ25404	0.7805
FASTKD3	-0.4295
TMEM158	-1.53116666666667
RARA	1.20725
BDH1	0.283
ANKRD16	1.50775
CARM1	-0.0495
SS18	0.4895
IKZF2	-0.435
MYD88	-0.00762499999999997
PML	0.3586
TAF1A	-1.355
CBFB	-1.256125
HIST1H3H	1.193
C7orf29	-2.289
COMMD4	0.103166666666667
DPP3	-0.5785
DAB2	-0.373125
LOC388882	-0.7745
YPEL4	-0.805625
AGBL3	1.764
LRP6	0.6352
SERPINH1	-0.22525
TLE1	-2.1995
CD244	0.103666666666667
ZDHHC15	-1.319
MGLL	-0.2191
PLDN	0.319916666666667
LOC654346	1.567
FAP	3.09475
GPR37	-0.760166666666667
SCARA5	0.1195
EBF4	2.46509090909091
LSM6	-0.02975
MLLT1	-0.3823125
SLC5A12	0.696
A2BP1	-1.5805
COPS5	-0.0893333333333333
TPM4	0.527
TNFSF4	1.916
ACADSB	1.03716666666667
HERPUD1	0.0495
BCL2L11	-0.332111111111111
CEP78	-1.5915
CDCA3	-0.265
WBSCR19	0.4444
MYO1A	-2.645
PPEF1	3.0795
LOC440348	-0.62275
CPEB2	1.40925
BPTF	0.701833333333333
RPL21	0.1333125
GSX2	-0.508
ADPRH	0.475
C17orf68	-0.0623333333333333
KCNS1	-0.808333333333333
MLLT6	0.2443
PIWIL4	-1.3195
RNF26	-1.2675
RAP1B	0.81975
ADAMTS1	-2.8795
ZNF571	0.4255
P2RY6	-0.7785
TRIM21	0.741166666666667
CADM3	0.3415
NLRC5	-0.243333333333333
ADRA2B	-0.563166666666667
LOC90835	-0.355875
PCF11	0.25575
LOC400451	1.77775
GLTSCR1	1.4421
C17orf88	-0.689333333333333
CDH16	-2.19425
FGF7	1.50225
PCSK4	0.7495
NPC1L1	-0.768
TAT	-0.076
TBCA	0.46375
MGC33407	0.02375
GPR115	-0.40025
CYGB	-0.2765
FNBP4	-0.960166666666667
C12orf43	-0.29925
CBL	-0.3441
CLECL1	0.51175
PPAPDC1A	2.20125
WDR25	0.171666666666667
SGCA	0.9965
C22orf29	-0.137333333333333
YIPF1	0.65675
GALK2	-1.0685
RAB3B	-2.681
LOC440087	0.92425
UCP1	-1.111
REEP5	2.54175
FADD	-0.5084
FOXA1	3.55475
CACNA1A	0.231333333333333
ABI1	-0.355166666666667
GRIN2D	2.93975
SLC1A4	1.44483333333333
LOC401127	-1.563
HINT2	0.41525
PLD4	-0.324333333333333
ZNF286A	-1.16375
ENY2	0.47175
IL1F6	0.606
PXDNL	-0.51475
C20orf79	0.29525
TNFSF13B	2.358
DENND3	-0.886125
JARID1D	-3.57075
HIST1H2AK	2.060375
LOC93349	-1.3721
SSH1	-0.4655
ENSA	0.13425
LOC219854	-0.3965
CKAP2	-1.2639
DKFZP564J102	0.206333333333333
MGC87315	1.08316666666667
HNRPAB	-0.20525
AMH	-2.028
ZNF526	0.846
BRUNOL5	0.1119
CACNG3	0.418833333333333
TRPM1	-2.2205
PPP2R1A	0.337625
COL2A1	3.317
DDN	-0.329
FLJ25770	2.33216666666667
HK2	0.0638571428571429
ELOVL6	-1.138
MDK	-0.146
EPHX1	0.898
RASSF2	0.16375
DKFZP434B0335	0.08725
DLX3	-0.334375
PRTN3	-0.55475
AVPR1A	0.2795
C21orf125	-2.00425
TNFAIP8	-0.7855
GNB2L1	-0.38075
CALCRL	2.848
SCGB2A2	5.85783333333333
UBXD7	0.81
ZNF674	-0.571
TMEM35	0.270375
BRSK2	-1.220125
HECTD3	-0.967333333333333
TMEM188	-0.329083333333333
LGALS9	0.899625
SCARB2	0.753666666666667
USP34	0.307916666666667
C17orf28	2.62
ZDHHC23	-0.40925
AQP12B	0.331
SLC16A3	-2.28775
APLP2	0.22825
ITIH2	-5.25275
MICAL3	-0.812625
TNNI3K	0.8516
HDAC2	-0.43975
PRR7	0.3205
THBS2	0.157375
LOC751071	-1.20933333333333
CA2	-0.623
RANBP17	0.889
RLN3	0.39625
CRYZ	-1.07033333333333
GBAS	-0.102333333333333
TAS1R1	-0.515
MPZL3	-0.624
PCDH8	-2.26375
HSP90B1	0.942583333333333
KCNK15	2.6835
TNIP2	-0.103166666666667
GPR146	-0.54625
NOL6	-0.466875
SPC25	-1.00766666666667
STEAP2	1.84007142857143
VAMP3	-0.704833333333333
TCIRG1	-0.526
ZP4	-0.260666666666667
PARL	-0.42325
