Hybridization REF	TCGA-A8-A06P-01A-11R-A00Z-07
BTN2A2	-0.4308
FRG1	-0.0615
HSP90AB6P	-0.2075
ENOX1	0.494
ZNF706	0.6427
DOK1	0.5755
PGAP1	0.000749999999999959
TMEM136	1.26925
FSCN1	-2.18
KIF17	-0.1685
TRIM66	-0.067
CBR3	0.217
C13orf24	-0.127166666666667
C19orf52	-0.0925
BNIP1	0.60475
AQP3	1.1275
KRT6C	-2.19583333333333
SIRPA	0.221666666666667
IGFBP6	-0.181666666666667
PLEKHK1	-0.9805
RNASE7	-0.3695
ARHGEF15	0.731
NPHS2	0.3085
SRD5A1	-0.97125
REXO4	-0.63225
EEF1DP3	1.014
SLC37A2	0.701
ZNF142	0.67125
ANKHD1	-0.451
MUT	0.787
VPS37A	-0.352
GPRIN1	-0.9345
SLC38A3	-1.4375
BAZ2B	0.59775
WDR87	0.7065
BRD7	-0.82725
POU6F2	0.226
NISCH	0.93475
TCEB1	0.23275
LINGO2	-2.33025
TAX1BP3	-0.27975
RPL34	0.0221666666666667
MARK2	0.481666666666667
AKAP12	0.2248
AMBN	0.188
SLC25A27	-1.90083333333333
FLJ21865	-0.454125
KIR2DS2	0.0836666666666667
WDR77	-1.09375
ATF2	-0.185583333333333
ITFG3	0.6015
SLC39A13	1.333
ARL6IP5	1.60575
C10orf137	-0.53375
QTRT1	-1.01433333333333
CCNT1	-0.01225
DYNLL1	0.4557
WDR53	-0.46725
LIPG	-1.09333333333333
ASAH3	0.487
HELB	-1.631
PHACTR2	0.43175
VENTX	-0.045
LAD1	0.3945
PAOX	1.42925
MAPK8	0.3625
CCDC38	0.50675
DNAJC8	-0.1101
RBBP8	0.3115
WNT11	0.8318
KCNJ12	-0.684
HDAC8	-0.49
STARD4	-2.58675
ACVR1	0.832
C14orf65	-0.2035
KLB	-1.064
C1orf65	0.6135
ZFYVE28	1.252375
NSUN6	-0.14325
KIF27	0.0231666666666667
SYTL2	0.3045
UBXD2	0.4437
OR6T1	0.5785
CCDC91	0.673642857142857
GRID2	0.3165
CALN1	-0.531875
ZNF423	0.727
PSMB4	-0.642666666666667
XPNPEP3	-0.754833333333333
ARPP-21	-2.35988888888889
SART1	-0.30325
RACGAP1P	-2.8885
SPTA1	-4.764
C6orf113	-0.234833333333333
C7orf16	-2.20175
CHST7	-0.457166666666667
C21orf29	-0.684166666666667
SEMA6D	-1.240375
PCMTD1	2.17525
KIAA1754	-0.743
MYCN	-1.040125
KCNJ3	-0.813333333333333
MAPK13	1.9351
ERO1LB	-0.7685
NTF3	-1.06233333333333
NKX6-2	-0.97275
GTF2B	0.2085
GSPT1	0.0363333333333333
GUSB	-0.273833333333333
LOC221091	-0.107
LIG1	-1.19375
EXTL3	-0.719
NID2	0.192
TTC29	-1.53525
TMEM97	-1.418375
EXTL2	-0.776833333333333
SUZ12	-0.50275
IL1F8	-0.0935
KRT18	1.59636363636364
MRPS16	-0.6405
PI4K2B	-0.54825
LACRT	-0.403
OR51F2	0.115
JMJD2C	-0.278125
KGFLP1	2.6505
CDK5RAP3	-0.3821
YTHDF2	0.812833333333333
GGCX	0.281125
ARPC4	0.389
EGLN2	0.899
KBTBD4	0.487357142857143
ROBO3	-0.711
DEFB118	-0.9675
KIAA1543	0.9135
RTCD1	-0.630333333333333
MZF1	-0.00675
C18orf26	0.509
CNIH4	-0.7
ZFP2	1.7705
HTATSF1	-0.0285
WFDC2	0.03575
NDUFA7	0.057
TTC22	0.449
FAM40B	-3.15825
DCPS	-1.34725
SH2D1B	-1.0248
MRGPRE	0.5925
SBK1	0.25125
UNQ6411	0.212
OSBPL9	0.03125
NUP107	-1.24125
MYOZ3	-0.0512
PDE4B	-1.57641666666667
FAM113A	-0.575
IDH3G	-0.0806666666666667
FBXL7	0.3995
ARFGAP3	-0.64525
MAPRE2	-0.398153846153846
IL1RN	1.1514
KIF13A	0.12775
RAC3	-0.5875
TCTE1	-0.2355
TMEM14B	-0.532833333333333
ADIPOR1	-0.172333333333333
GRINA	1.4425
CLIP4	1.2745
LRIT2	0.867
TFPI	-2.24864285714286
FABP6	-1.69075
SLITRK2	0.0566
HKR1	0.136
SMTN	0.0375
C1orf75	-1.068
CD209	0.2335
CYB5R2	0.3975
DNTTIP2	-0.2035
CSGlcA-T	1.0075
GABRB3	-2.61825
PCBD1	0.26
TAF3	0.22
HOXD3	-0.656
GIPC3	-0.3665
P11	0.2132
BFSP1	-0.76775
LCP2	0.28825
TAS2R8	-0.109
SEZ6L	-0.00474999999999997
NR2C1	-0.841875
EXDL2	0.1317
TNFRSF13B	-1.82983333333333
MKI67	-3.307
GLS	0.139083333333333
C7orf54	0.0966
LGALS13	0.141166666666667
IL4R	1.2025
SEC11A	-0.0765
SPP2	0.3255
C18orf32	1.31325
CLSPN	-2.70733333333333
SPAG1	0.803
C9orf82	0.053
TM4SF1	0.265083333333333
EMILIN2	1.449
SMG7	-0.282166666666667
TAS2R13	0.874
ZNF628	0.2535
DZIP1L	-0.8905
ANKRD13A	0.8645
VASP	1.48025
ZCCHC11	-2.699625
SYPL1	0.36075
MGC34774	0.1115
C4orf28	0.44125
KIAA1211	0.446166666666667
RPS27L	-0.0535
TATDN3	-0.791
PDCD1	-0.03825
OR5P2	0.667
IFIT1L	0.3305
MIPOL1	-0.30075
OR51D1	0.22475
C1orf92	-0.679666666666667
LAMP2	0.585444444444444
CAT	-0.0368333333333333
C16orf80	-0.79125
C15orf32	-0.0645
ZNF746	-0.18425
C1orf76	-1.4035
ATXN1	0.633
LAMC2	-1.343125
SLC2A7	-0.2945
CPOX	-2.08275
APH1B	1.69433333333333
LOC442245	-0.20125
CTNND1	0.970222222222222
GABRG2	0.039875
MADCAM1	-0.3505
F5	-3.0775
SEMA4F	-0.418
NUDCD3	0.14025
PDZD11	0.0235
TRIML1	-0.1495
GCNT3	-2.89583333333333
TMEM120A	0.9275
CNDP1	0.1325
N4BP1	-0.153625
SLC35F2	-1.025625
LCP1	-0.863583333333333
IGBP1	-0.0399
DCAKD	0.397625
ELA2A	-0.239
C12orf56	-1.7525
PITRM1	-0.0667142857142857
GUK1	0.439666666666667
RASSF8	0.820875
OR2A14	0.54125
ADM	-1.42688888888889
FGD3	3.30383333333333
GHRHR	0.101166666666667
RHPN2	0.841
C4orf39	0.179333333333333
VPS72	-0.54975
SERF2	0.990277777777778
CD22	0.496833333333333
CD47	0.5675
PPIC	1.037
IMPDH1	-0.428083333333333
ACP6	-0.700666666666667
PRKACA	-0.25475
PPP1R1A	0.818625
TRPV3	-0.20725
ASXL1	-1.026625
C17orf55	-0.191333333333333
FXYD1	0.359166666666667
LMOD2	0.0565
ANKRD33	0.347
LCE2C	-0.339375
ZNF620	-1.17
DKFZP566E164	-0.67075
VSIG2	2.731
KIAA1128	0.57025
USO1	0.0513333333333333
NUDT4	0.539857142857143
CLDN1	0.165
OR4Q3	0.3525
FASTK	-0.249
ICOS	0.560333333333333
LDB1	0.71025
GSTA5	-1.972
ABCC1	-1.34466666666667
FAM54A	-3.24825
PCBP2	-0.584333333333333
NUP205	-1.56575
ACTA1	0.149
GABBR2	-1.31
PIP5K1B	-1.51133333333333
AGXT	-1.99616666666667
RNF181	1.015
ATP8A2	0.16025
AFTPH	1.5874375
FGF21	0.17225
FCER1G	1.615
SNTB1	-1.36225
SLC24A3	1.0325
TXNL4B	-1.7893
RPL10L	-0.727
LOC389517	-0.78185
TSGA13	-0.572
SHOX2	0.283166666666667
ITGA7	-0.0488
KCNIP2	0.257
KLF13	0.6518
ZFAND2A	0.396
CEACAM1	-1.65257142857143
PFKFB4	-1.79783333333333
MED19	0.925
LRRC57	0.095
RNF11	0.56275
ANKRD32	-3.11775
P117	0.27625
OBFC2A	-0.733833333333333
POLD3	-0.775666666666667
RAB18	1.849
TPH2	0.854833333333333
PHB	-0.3215
JDP2	1.52616666666667
MORF4L1	0.2874
POU2F1	-1.2885
CNNM2	-0.88725
LOXHD1	0.339166666666667
ZC3H15	-0.371
ELK3	0.201666666666667
FAM111B	-1.19675
CBLC	3.43616666666667
SBNO1	0.79875
ANKMY2	-0.0415
PLEKHA5	-0.36475
DHX58	1.1005
ARCN1	0.155666666666667
TREML1	0.0386
KNCN	-0.4895
SEC24A	-1.265
PSCA	2.1655
MGC24125	0.556333333333333
DNA2L	-2.528
CIB4	-0.139125
HIGD2A	-0.0798333333333333
TBX6	-0.0578333333333333
TTLL5	-1.06183333333333
SGK3	2.18366666666667
GCN1L1	-0.3385
AMOT	-0.0466
LDOC1	0.391333333333333
NRK	0.3365
ASB9	-2.9275
NAT1	2.1672
TRAFD1	-0.05
PEAR1	0.370833333333333
FAM36A	-0.409625
OR1S2	0.405
LOC388323	-1.955
PGS1	-0.477666666666667
LEPREL1	-3.014
TFF1	-1.87408333333333
HAP1	0.59
EPHB2	0.02875
ACTG1	0.8985
ZFP42	-1.60633333333333
HAVCR2	1.012
NME1	-0.952
SNX26	-0.186
LACTB	0.331
ZKSCAN2	0.197625
C5orf35	1.01475
ANKS3	0.0715
RBM28	-1.2335
DKFZP586P0123	-0.94325
HNRNPA1	-0.305166666666667
BCAS3	-1.27433333333333
FLJ20184	0.61
POLA2	-1.59066666666667
TMC7	0.2265
HSD17B6	3.065
ZNF658B	0.00283333333333334
TTTY10	-0.127666666666667
RANBP9	-0.148666666666667
CPNE7	-1.75216666666667
EVL	0.759588235294118
LNX1	0.60275
IFNA21	0.144
CFD	2.22625
PYCARD	2.0155
MYBPC2	-1.3865
ENPP3	-1.906
ACSL4	-1.4075
LOC440258	-0.677666666666667
TMEM176B	3.19833333333333
SOX2	-4.85825
SCO1	0.0788333333333333
COMT	-0.38125
AOC2	-0.2365
PDLIM5	2.07578571428571
SPHK2	0.5705
NXPH2	0.353
GPR108	0.527833333333333
RAD51L1	-0.374666666666667
TMEM54	0.40875
LETMD1	-0.652333333333333
SLC6A17	0.4405
KRT75	-0.674
STT3B	-0.4905
CD3EAP	0.0776666666666666
TMEM63A	0.427
DUSP13	-1.44925
CD1C	-1.155
LASS2	0.339333333333333
AVP	0.9995
PITPNM1	-1.346625
FLJ22795	-1.457
MCTP1	-1.99375
TRIM68	-0.873166666666667
UCK2	-1.34483333333333
ABHD1	0.97475
FAM50A	-0.2455
RNASEH1	-0.660166666666667
PCP2	0.443833333333333
OR52H1	-0.2405
C20orf149	0.37825
RBP5	-1.32733333333333
HYAL3	-0.7445
CLPB	-0.99075
SMNDC1	-0.7015
DONSON	-3.036
FLJ27523	0.56475
BARHL2	0.0151666666666667
SLC30A9	0.3015
TMPRSS11B	0.599
E2F8	-2.807
CCDC25	-0.32425
C14orf48	-0.615333333333333
C20orf116	0.415125
TSPAN11	0.073
YIF1B	-0.720333333333333
FAM12B	-0.12375
OR1L6	0.0065
HPN	0.7463
NBN	0.1275
C14orf94	-0.764666666666667
OCLM	-0.2765
ZSCAN18	1.8134
L3MBTL	-1.1591
TSTA3	1.366
RAC1	0.239625
C19orf15	0.724
NFE2	-4.76125
KLK14	0.443
ARSF	0.073
MAST2	-0.0308333333333333
AMICA1	1.69666666666667
GTF2A1	0.203125
ATP1A3	-0.4385
TC2N	2.2067
PNKP	0.60025
ODZ2	-1.939
MATR3	-0.203
S100P	-2.304875
KRT82	-0.218
CA13	-0.6344
PROZ	-1.35533333333333
AASDH	0.26025
C19orf40	-0.699166666666667
DCK	-0.883307692307692
FAM5C	-1.86625
SLC6A4	-1.2415
MID1IP1	-0.84225
TESSP5	0.303
TMOD4	-0.357
DOCK2	-0.980666666666667
TUG1	0.094125
NUP214	-0.94425
DPYSL2	-0.262727272727273
GOLM1	1.71958333333333
MPFL	0.376
SOX13	0.42025
SDCCAG8	0.5886
KEL	-2.65116666666667
NUP210L	-1.85825
GK	-1.57525
DNAJB1	0.7
ALPK3	0.8555
CHID1	0.5147
CYLC2	0.733666666666667
IKZF5	0.49875
C8orf51	1.26083333333333
PPM1J	2.49025
GIMAP8	2.74083333333333
GPR101	-0.3215
NR2F1	-1.654
ACAD8	0.25025
RBM35A	2.19825
GNAI2	0.282333333333333
METTL8	-0.513166666666667
SLC39A7	0.16625
FBXO8	0.74125
CAMK1	-0.5695
RFC3	-1.549875
FAM129A	0.359357142857143
ILF2	-0.551
FGFBP3	-1.462125
NOM1	-1.52816666666667
PSMA3	-0.68375
ASCC3	0.3008
ZYG11A	-3.7735
SOX21	-1.056125
LYRM1	0.6695
DEFB1	-0.9575
LOC91431	-2.81966666666667
OR7C2	1.6105
FAM46B	2.446875
TMEM18	0.123875
ARHGAP30	1.08916666666667
TMEM86A	2.14325
EPHA2	-0.683666666666667
C10orf46	1.168
TCHH	0.149333333333333
C3orf30	0.182666666666667
LOC285636	-0.306666666666667
PAIP2	-0.137
CYP2U1	-0.495125
C12orf34	-0.2515
SARS2	-0.565
ZCWPW1	0.159
SAMD12	1.794
KIAA1430	-0.0205
ACAT1	-0.439
MEOX1	1.16716666666667
ADAMDEC1	3.054
PHKA2	-0.96425
CARD11	-1.10933333333333
CALML4	-1.5155
TSSC1	-0.64075
TMEM45A	-0.549
MPP7	2.71725
POU1F1	-0.192
SLC2A13	-0.7714
FBN2	-1.08292857142857
ZC3H7A	0.2581
LAIR2	-0.25275
ST3GAL1	0.752333333333333
LCT	-2.43825
GEMIN8	0.262333333333333
KLF16	0.5358
HIF3A	-0.3046
FAM44A	0.722785714285714
AQP10	-0.9347
PLA2G2A	0.7925
FOLH1	-0.0325
C20orf186	0.00950000000000001
MAPKAP1	-0.874125
SPRR2D	-1.0115
UBQLN4	-0.848166666666667
RSHL1	0.331
PIAS3	-0.1605
MRPL24	0.06875
GREB1	0.453625
FAM27E3	-2.7595
NUP62CL	-2.38125
NEUROG3	0.351
REEP3	0.895166666666667
MARK1	-1.00525
LMBRD1	0.8975
PRPF19	-1.642
PNMT	0.892333333333333
CTGLF1	-0.934
SLC25A16	0.4435
EIF2B3	-0.9635
RPA2	-0.3775
PAK6	0.389166666666667
CCDC26	-4.101125
SEMA3E	2.402125
MXD4	1.2673
TNFSF10	2.5175
SMARCB1	-1.0015
DTX3L	0.373
PLA2G4E	-0.687
PPAP2A	0.99325
ULK1	-0.300833333333333
TAS1R3	-0.034
SLC2A3	-2.70745454545455
ARID3A	-2.18075
GNG5	-0.19175
ACOX1	-0.4133
KIF5B	0.053
NUP153	-1.409
MUC7	0.017
CSDE1	-0.370214285714286
CLPTM1	-0.04275
C3orf23	-0.424
LRRC17	-0.0546666666666667
TTYH3	-0.96375
ATP5B	-1.22
ELF3	2.033
CPSF3L	0.141166666666667
ZNF665	0.401333333333333
TLR6	0.179
GPI	-1.049
RAD9A	-0.321125
NDST4	-2.9475
AGPAT3	-0.2555
MAGI3	1.83
ADORA2A	0.760625
CACNG7	-0.04
CAMK2D	-0.556357142857143
CCHCR1	-0.95
RPS27A	-0.752
OR10G7	0.15
GCM2	0.1405
FAM135B	1.3073
E2F1	-1.75675
PLCB3	0.038
OR2AE1	0.2165
COIL	-0.169333333333333
CDC25C	-2.872
RAB11FIP2	0.387083333333333
TSC2	0.516
CTGLF5	-1.274
CCDC108	-0.0636000000000001
OR13C4	-0.03075
C10orf81	5.585
PTPRB	1.5355
ACP2	0.36275
LAG3	-0.64325
MRPL54	0.19375
LOC201175	0.6165
ITGB1BP3	-0.95325
SPTAN1	0.5315
SIPA1L2	-0.2145
RCAN2	-0.811
CDX2	-0.7085
ECOP	-0.24775
ACTR1A	0.431571428571429
PPARG	-0.309666666666667
BBS10	0.583
TMEM44	-0.779375
BPIL2	0.57425
CITED1	0.51375
IRF6	3.163
PRDM4	0.4115
RRP9	-0.599666666666667
OR10H4	0.2935
IL31RA	-0.651
GNB1L	-0.759166666666667
MYBL2	-2.846875
ZNF407	0.337333333333333
PPIG	0.227666666666667
TTC18	2.40925
RPSA	-0.768
MAPT	2.200125
MRE11A	-0.422214285714286
C8orf37	0.00966666666666667
RASGEF1C	-0.0764
STBD1	0.306
CTAG2	0.485
MGAT5B	-2.61433333333333
ECM1	1.833875
RLN1	1.367
PARP14	0.3141875
EPB41L1	1.1539
HOXA3	-0.496333333333333
MAGEA9	-4.178
RPS8	-0.423166666666667
RPS19BP1	0.16775
FOXJ2	0.33575
C10orf76	0.3745
IL17RE	0.1955
C10orf65	-1.35775
ZNF343	-0.427166666666667
FBXO33	0.206
UHMK1	1.0434
LY6G6C	-0.25775
FGF19	-2.69075
C14orf128	-0.0598333333333333
IFIT2	1.57775
TIGD1	-0.5025
S100G	0.6255
GUCY1B3	1.9265
NR3C1	-0.00349999999999999
CORO1B	0.146166666666667
PARP11	0.305083333333333
DNALI1	4.041
OR4N4	0.191625
MAP2K6	-0.7805
FSTL4	-0.1825
ANKRD47	1.28975
TMEM171	-1.324
PNLIP	0.4905
YY1	-0.104333333333333
CCDC138	-2.37266666666667
AASDHPPT	-0.2736
CKS1B	-1.2019
MCM3	-1.3855
ANAPC7	-0.769666666666667
FAM110A	2.38
CDC37L1	1.6625
THTPA	1.0725
NBPF20	-0.4635
WDR24	1.05125
NPTX2	-1.29775
CBLB	0.780333333333333
CETN1	0.1355
RPUSD1	0.6955
FAF1	-0.53475
CDK6	-2.1079
HMX2	0.183
CSK	-0.711333333333333
TEAD2	-0.23825
SNAP25	-2.69575
TUFT1	1.7032
TMTC3	0.9925
LCK	-2.6325
SGOL1	-1.721
AKTIP	0.88375
FURIN	-0.51575
SOX12	-1.1695
DEFB103A	0.0295
RAMP1	4.0265
KIR3DX1	0.388
GAS2L3	-0.811
PDE8A	-1.349
EDN3	0.45175
GMIP	0.72425
SF3A2	0.60725
FN3KRP	0.212
SMAD7	0.8135
RHBDD2	1.2335
OR11H6	0.8315
PPP1R3B	0.4488
C9orf23	-0.00175
CADPS	-0.71475
GOLGA8A	-2.596875
TMEM57	0.2065
RGL3	0.4735
S100A14	3.35275
FGFR2	1.3154375
XRCC3	-0.6755
RTN4RL2	0.84775
MGC3771	2.223
GH2	0.147833333333333
BTBD2	-0.54075
LMO2	-0.20275
RDBP	-0.277875
ACRBP	-1.61275
AMY2A	2.034
DUOXA1	0.3675
PTK7	0.127166666666667
TWF2	0.174833333333333
FAM80A	-1.532
TNNI2	-2.47083333333333
GLT25D1	-0.507666666666667
OCC-1	-1.00775
CYC1	-0.0515
RPL22	0.0703636363636365
MORN3	1.44666666666667
DISP1	0.43675
PRB2	-0.0345
CHUK	-0.05125
HR	0.283
CCDC134	-0.445875
DENND4B	-1.21825
C14orf130	0.0255
RAB33A	-1.18525
DCST2	0.409
TNMD	0.16875
PEX7	1.38525
FAM62A	0.045375
SRD5A2L	0.20625
IL22	-0.38825
RPS26	-1.0245
HOXC5	0.143
SPATA6	0.8085
FLJ38482	0.4055
ZNF234	1.036
C18orf22	0.84525
SPATA22	1.0165
THOC1	-0.9625
CYP7B1	2.76825
KCNC3	0.3815
C8orf42	-0.5025
ALDH1B1	0.384333333333333
CCDC100	-0.3339
ARMC4	0.48625
FAM18B2	0.5565
SLC44A1	1.478625
FBXO17	-1.16316666666667
C6orf107	-0.45475
C19orf29	-0.662
ZC3HAV1L	-0.1385
PARP6	-0.0938
SULT2A1	-4.77028571428571
C1orf159	-0.2465
TMC1	0.1485
CHST14	0.224125
GAMT	0.00383333333333334
SMCP	0.124
TSPAN33	0.115166666666667
MIDN	-0.249625
NOX4	4.109
RNASEN	-0.8583
TBX1	-0.7205
SALL2	-0.301
C10orf35	1.54675
CYP2E1	-0.362375
LRFN2	1.15716666666667
ACO1	-0.655333333333333
IQCG	0.9651
MEGF9	1.09075
TM7SF4	0.89225
PLEKHA1	0.684133333333333
STK33	-2.67925
C1orf210	3.21575
SNUPN	-0.3707
KIAA0406	-1.1261
C20orf29	-0.0405
TMEM55B	0.22625
OSTM1	-1.242125
CLCN7	0.5365
OTP	0.23525
FLJ23049	-1.0335
HEATR4	0.6615
MAP3K10	0.331166666666667
PCDHGA9	0.5725
AMDHD2	1.2835
LCTL	-0.968
PDCD2L	-1.097
CABLES2	-0.829
SLC5A9	-0.504
CLCA2	-0.8065
MGC16025	0.652
STRAP	-0.844
C20orf196	-0.8565
RRBP1	0.459333333333333
NAT13	-0.10625
MAT2B	0.594125
CSNK1D	-0.998833333333333
KIR3DL1	0.09825
PRKAG3	-1.2005
ZNF599	0.573
PRM3	0.88
PER2	1.42483333333333
ASPHD1	-2.1315
PRMT6	-0.21525
KCNE1L	-0.427071428571429
FAM118A	-1.18183333333333
TAF4	-1.22
NDUFB6	-0.34425
TRIM9	-0.96225
PMFBP1	-0.7175
KY	0.3075
DKFZp762E1312	-3.38945454545455
CSMD1	-1.3405
TBP	-0.489666666666667
OR1Q1	0.327166666666667
RETNLB	0.09325
HPGD	-0.0698571428571429
DNAJC12	0.8185
FKBP1B	-0.797
ANKRD24	0.242666666666667
CXXC5	1.30316666666667
IL3	0.3505
DRAM	1.1084
PTCH1	-1.727
TP53BP1	0.1025
SLC17A7	0.145142857142857
COL25A1	-0.937222222222222
AMACR	-0.025
RHCG	-0.18975
VPS13A	-0.478583333333333
FAM55D	0.7065
PRPF38B	-0.89375
OSBPL6	-0.2445
PFDN5	0.5317
CMTM6	0.905625
KCNK12	-1.55475
RP2	0.40325
C16orf52	-1.5005
PICK1	-0.441
IFNE1	-1.226
SEMA4B	0.00600000000000001
TYRO3	-2.038
OR12D2	-0.3845
CSNK1A1	0.64905
FANCF	1.27575
LONP2	0.24225
TBL1Y	-0.40375
LDOC1L	-0.183375
CCNC	0.2925
C3orf60	0.1685
CHKA	-1.611
UBAP1	0.22725
MAP3K1	2.471
ANKRD9	-1.116
FAM92A1	-0.803833333333333
GAB2	0.498125
AZU1	-0.22975
DIS3	-0.632583333333333
C21orf109	-0.91275
IQCB1	-1.2285
SPATS2	-0.7865
EFCAB3	0.17925
PRB3	0.41625
FUZ	0.364666666666667
ZNF813	0.163125
BMPER	-1.14566666666667
HEG1	0.10825
ALS2CR11	-1.83075
SURF2	-0.023
PSMC1	-0.202916666666667
OR2D2	0.372
SLC7A8	2.461
C4orf40	0.2875
SPATA7	0.21325
MAZ	-0.387916666666667
PIN4	-0.35625
PDE1A	0.316875
TAF6L	-0.189
OR2T34	0.4115
KIAA0284	0.76925
ACADS	0.265636363636364
MKRN2	0.306
C18orf56	-2.9135
MS4A6E	0.189
GALNT4	0.6793
C22orf31	0.2335
FLJ36070	0.6095
PSME4	-0.173
TFG	0.201
EPHX2	-0.101875
ANXA5	-0.104875
KRTAP1-1	0.2407
BATF	2.389
KARS	-1.755
MSTP9	-0.759
GPR26	3.364625
CCDC72	0.17175
TEF	1.21233333333333
FOXK1	-0.5484
PRLHR	0.279
EMX1	1.065
C11orf30	-0.64425
ICK	0.5215
THSD7B	0.46325
C21orf100	-2.5555
DUOX1	1.855
EFCAB4B	0.16075
UBE2G2	-1.26866666666667
C3orf54	0.779
PARP1	-1.47475
FAM60A	-1.11916666666667
C6orf146	-0.063
OR9K2	0.2475
DDX55	-1.01466666666667
RPS15	-0.484416666666667
ZNF618	0.756125
DKFZp686D0972	0.5865
SSPO	0.3215
SHFM3P1	0.522166666666667
CPA6	-0.50875
JAG2	0.46075
DEFA3	0.89475
PPBPL2	-0.0422
CD34	4.01875
SLCO4A1	-2.8565
AFG3L1	-2.08633333333333
SHD	-0.52375
RP13-122B23.3	-0.7035
PRKCSH	-0.795333333333333
DPH5	-0.3555
HLA-F	0.951125
TBC1D4	-1.08525
RIG	-1.4666
GLUD1	0.370666666666667
HNRPCL1	0.633
HBXIP	-0.479
RNF207	-0.4215
APIP	-0.63525
PLA2G3	-2.97183333333333
CCDC84	-0.84625
MYLIP	0.500153846153846
PHIP	-0.47375
AARS2	-0.347333333333333
DHX32	0.77675
SCAPER	-0.502833333333333
MEN1	-0.062
NIP7	-1.413
FLJ25404	0.732
FASTKD3	-0.81325
TMEM158	-1.91958333333333
RARA	1.75625
BDH1	0.213
ANKRD16	0.62975
CARM1	0.357
SS18	-0.023
IKZF2	-0.396083333333333
MYD88	0.151125
PML	0.11015
TAF1A	-1.15875
CBFB	-0.858875
HIST1H3H	-0.616
C7orf29	-1.4005
COMMD4	-0.682833333333333
DPP3	-1.19875
DAB2	0.87675
LOC388882	-1.0585
YPEL4	-0.289125
AGBL3	0.7095
LRP6	0.0268
SERPINH1	-0.132
TLE1	-0.60725
CD244	-0.011
ZDHHC15	0.68125
MGLL	0.5195
PLDN	0.48
LOC654346	1.1665
FAP	3.852
GPR37	-1.19233333333333
SCARA5	1.80816666666667
EBF4	1.99709090909091
LSM6	-0.80775
MLLT1	-0.315875
SLC5A12	-0.1065
A2BP1	-2.19966666666667
COPS5	0.513666666666667
TPM4	0.493714285714286
TNFSF4	1.27866666666667
ACADSB	0.694722222222222
HERPUD1	0.95925
BCL2L11	-0.862833333333333
CEP78	-1.3135
CDCA3	-2.133375
WBSCR19	0.1832
MYO1A	-2.0375
PPEF1	3.79233333333333
LOC440348	-0.63275
CPEB2	1.267125
BPTF	-0.521166666666667
RPL21	-0.1294375
GSX2	-0.4455
ADPRH	1.3045
C17orf68	1.02433333333333
KCNS1	-0.807833333333333
MLLT6	0.0902
PIWIL4	-0.38475
RNF26	-0.50025
RAP1B	0.547125
ADAMTS1	-2.643
ZNF571	0.455
P2RY6	-0.6655
TRIM21	0.377
CADM3	0.4615
NLRC5	0.0716666666666667
ADRA2B	-0.287333333333333
LOC90835	0.742125
PCF11	-0.8155
LOC400451	2.2855
GLTSCR1	0.6216
C17orf88	-0.265166666666667
CDH16	-1.74525
FGF7	2.6415
PCSK4	1.8075
NPC1L1	-0.566
TAT	0.133
TBCA	-0.80025
MGC33407	0.00399999999999999
GPR115	-1.102
CYGB	0.6585
FNBP4	-0.913833333333333
C12orf43	-0.2115
CBL	-0.2284
CLECL1	1.88925
PPAPDC1A	2.8705
WDR25	0.650666666666667
SGCA	1.637
C22orf29	-0.116166666666667
YIPF1	1.679
GALK2	-0.624
RAB3B	-1.95025
LOC440087	1.57875
UCP1	0.055
REEP5	1.775
FADD	0.1912
FOXA1	2.50625
CACNA1A	0.344666666666667
ABI1	0.6755
GRIN2D	0.83825
SLC1A4	0.382833333333333
LOC401127	-0.97025
HINT2	0.5715
PLD4	0.375
ZNF286A	-1.30225
ENY2	-0.30325
IL1F6	0.1735
PXDNL	1.72125
C20orf79	0.59875
TNFSF13B	2.912
DENND3	0.960375
JARID1D	-2.31
HIST1H2AK	1.160625
LOC93349	-0.4432
SSH1	-0.9228
ENSA	-1.01075
LOC219854	0.820333333333333
CKAP2	-1.4203
DKFZP564J102	0.298833333333333
MGC87315	-0.0015
HNRPAB	-1.0685
AMH	-1.5755
ZNF526	0.6755
BRUNOL5	-0.1863
CACNG3	0.368666666666667
TRPM1	-1.3575
PPP2R1A	0.34125
COL2A1	-0.1555
DDN	0.0065
FLJ25770	0.739916666666667
HK2	-0.638857142857143
ELOVL6	-1.991625
MDK	-1.03875
EPHX1	0.4885
RASSF2	0.746
DKFZP434B0335	-0.189
DLX3	0.82675
PRTN3	-0.1865
AVPR1A	0.7435
C21orf125	-2.48425
TNFAIP8	-1.0995
GNB2L1	-0.4665
CALCRL	2.45975
SCGB2A2	8.37766666666667
UBXD7	-0.351
ZNF674	0.026
TMEM35	0.568875
BRSK2	-1.174375
HECTD3	-0.093
TMEM188	-0.4355
LGALS9	1.159
SCARB2	0.762
USP34	-0.279166666666667
C17orf28	1.71941666666667
ZDHHC23	-0.7965
AQP12B	0.4315
SLC16A3	-1.344
APLP2	0.322
ITIH2	-5.182
MICAL3	-1.12375
TNNI3K	0.712
HDAC2	-0.399125
PRR7	-0.7876
THBS2	1.748875
LOC751071	-0.0785
CA2	-1.4545
RANBP17	0.11375
RLN3	0.145
CRYZ	0.744166666666667
GBAS	0.1845
TAS1R1	-0.31275
MPZL3	0.663
PCDH8	-1.761
